scenario,decision_date,requested_execution_date,selected_ticker,selected_action,action_reason,classified_market_state,applied_market_state,low_confidence_ordinary_fallback,confidence_floor,challenger_margin_required,architecture_reason,incumbent_valid_before_action,incumbent_invalid_reason,metric_eligible
H2_forced_replacement_only,2023-08-24,2023-08-25,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-08-25,2023-08-28,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-08-28,2023-08-29,,not_model_ready,invalid_or_weak_incumbent,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-08-29,2023-08-30,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-08-30,2023-08-31,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-08-31,2023-09-01,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-01,2023-09-04,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-04,2023-09-05,,not_model_ready,invalid_or_weak_incumbent,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-05,2023-09-06,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-06,2023-09-07,,not_model_ready,invalid_or_weak_incumbent,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-07,2023-09-08,,not_model_ready,valid_incumbent_no_better_challenger,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-08,2023-09-11,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-11,2023-09-12,,not_model_ready,invalid_or_weak_incumbent,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-12,2023-09-13,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-13,2023-09-14,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-14,2023-09-15,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-15,2023-09-18,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-18,2023-09-19,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-19,2023-09-20,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-20,2023-09-21,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-21,2023-09-22,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-22,2023-09-25,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-25,2023-09-26,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-26,2023-09-27,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-27,2023-09-28,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-09-28,2023-10-02,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-02,2023-10-03,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-03,2023-10-04,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-04,2023-10-05,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-05,2023-10-06,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-06,2023-10-11,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-11,2023-10-12,,not_model_ready,invalid_or_weak_incumbent,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-12,2023-10-13,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-13,2023-10-16,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-16,2023-10-17,,not_model_ready,invalid_or_weak_incumbent,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-17,2023-10-18,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-18,2023-10-19,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-19,2023-10-20,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-20,2023-10-23,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-23,2023-10-24,,not_model_ready,invalid_or_weak_incumbent,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-24,2023-10-25,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-25,2023-10-26,,not_model_ready,applied_controller_switch_gate_failed,PIT_warmup_or_low_confidence,ordinary_market,True,0.7,5.0,PIT_warmup_or_low_confidence_reference_only,False,no_incumbent,False
H2_forced_replacement_only,2023-10-26,2023-10-27,3548,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,False,no_incumbent,True
H2_forced_replacement_only,2023-10-27,2023-10-30,3548,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,valid_incumbent,True
H2_forced_replacement_only,2023-10-30,2023-10-31,3548,hold_incumbent,invalid_or_weak_incumbent,ordinary_market,ordinary_market,False,0.7,5.0,forced_label_rejected_incumbent_still_valid,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-10-31,2023-11-01,4162,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-11-01,2023-11-02,4162,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,valid_incumbent,True
H2_forced_replacement_only,2023-11-02,2023-11-03,4162,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,valid_incumbent,True
H2_forced_replacement_only,2023-11-03,2023-11-06,4162,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-11-06,2023-11-07,4162,hold_incumbent,invalid_or_weak_incumbent,ordinary_market,ordinary_market,False,0.7,5.0,forced_label_rejected_incumbent_still_valid,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-11-07,2023-11-08,3548,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-11-08,2023-11-09,3548,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-11-09,2023-11-10,3548,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-11-10,2023-11-13,3548,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-11-13,2023-11-14,3548,hold_incumbent,invalid_or_weak_incumbent,ordinary_market,ordinary_market,False,0.7,5.0,forced_label_rejected_incumbent_still_valid,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-11-14,2023-11-15,2454,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-11-15,2023-11-16,2454,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-11-16,2023-11-17,2454,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-11-17,2023-11-20,2454,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-11-20,2023-11-21,2454,hold_incumbent,invalid_or_weak_incumbent,ordinary_market,ordinary_market,False,0.7,5.0,forced_label_rejected_incumbent_still_valid,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-11-21,2023-11-22,3545,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-11-22,2023-11-23,3545,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,valid_incumbent,True
H2_forced_replacement_only,2023-11-23,2023-11-24,3545,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,valid_incumbent,True
H2_forced_replacement_only,2023-11-24,2023-11-27,3545,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,valid_incumbent,True
H2_forced_replacement_only,2023-11-27,2023-11-28,3545,hold_incumbent,invalid_or_weak_incumbent,ordinary_market,ordinary_market,False,0.7,5.0,forced_label_rejected_incumbent_still_valid,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-11-28,2023-11-29,3545,hold_incumbent,invalid_or_weak_incumbent,ordinary_market,ordinary_market,False,0.7,5.0,forced_label_rejected_incumbent_still_valid,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-11-29,2023-11-30,3362,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-11-30,2023-12-01,3362,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-01,2023-12-04,3362,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-04,2023-12-05,3362,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-05,2023-12-06,3362,hold_incumbent,applied_controller_switch_gate_failed,strong_market,strong_market,False,0.63,6.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-06,2023-12-07,3362,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-07,2023-12-08,3362,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-08,2023-12-11,3362,hold_incumbent,applied_controller_switch_gate_failed,strong_market,strong_market,False,0.63,6.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-11,2023-12-12,3362,hold_incumbent,invalid_or_weak_incumbent,ordinary_market,ordinary_market,False,0.7,5.0,forced_label_rejected_incumbent_still_valid,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-12-12,2023-12-13,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2023-12-13,2023-12-14,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-14,2023-12-15,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-15,2023-12-18,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-18,2023-12-19,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-19,2023-12-20,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-20,2023-12-21,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-21,2023-12-22,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-22,2023-12-25,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-25,2023-12-26,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-26,2023-12-27,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-27,2023-12-28,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-28,2023-12-29,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2023-12-29,2024-01-02,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-02,2024-01-03,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-03,2024-01-04,2329,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-04,2024-01-05,3008,forced_replacement,invalid_or_weak_incumbent,ordinary_market,ordinary_market,False,0.7,5.0,forced_replacement_confirmed_weakening_valid_replacement_available,False,confirmed_weakening,True
H2_forced_replacement_only,2024-01-05,2024-01-08,3008,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-08,2024-01-09,3008,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-09,2024-01-10,3008,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-10,2024-01-11,3008,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-11,2024-01-12,3008,hold_incumbent,applied_controller_margin_blocks_weakening,ordinary_market,ordinary_market,False,0.7,5.0,normal_challenger_switch_disabled_valid_incumbent_continues,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-12,2024-01-15,2362,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-15,2024-01-16,2362,hold_incumbent,invalid_or_weak_incumbent,ordinary_market,ordinary_market,False,0.7,5.0,forced_label_rejected_incumbent_still_valid,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2024-01-16,2024-01-17,8227,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2024-01-17,2024-01-18,8227,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-18,2024-01-19,8227,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-19,2024-01-22,8227,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-22,2024-01-23,8227,hold_incumbent,invalid_or_weak_incumbent,strong_market,strong_market,False,0.63,6.0,forced_label_rejected_incumbent_still_valid,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2024-01-23,2024-01-24,3036,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2024-01-24,2024-01-25,3036,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-25,2024-01-26,3036,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-26,2024-01-29,3036,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-29,2024-01-30,3036,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-30,2024-01-31,3036,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-01-31,2024-02-01,3036,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-02-01,2024-02-02,3036,hold_incumbent,applied_controller_switch_gate_failed,strong_market,strong_market,False,0.63,6.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-02-02,2024-02-05,3036,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,valid_incumbent,True
H2_forced_replacement_only,2024-02-05,2024-02-15,3036,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-02-15,2024-02-16,3036,hold_incumbent,applied_controller_switch_gate_failed,strong_market,strong_market,False,0.63,6.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-02-16,2024-02-19,3036,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-02-19,2024-02-20,3036,hold_incumbent,invalid_or_weak_incumbent,ordinary_market,ordinary_market,False,0.7,5.0,forced_label_rejected_incumbent_still_valid,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2024-02-20,2024-02-21,3324,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,outside_primary80_without_hard_invalid_evidence_continuity_allowed,True
H2_forced_replacement_only,2024-02-21,2024-02-22,3324,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,ordinary_market,False,0.7,5.0,valid_incumbent_no_better_challenger,True,valid_incumbent,True
H2_forced_replacement_only,2024-02-22,2024-02-23,3324,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-02-23,2024-02-26,3324,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-02-26,2024-02-27,3324,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-02-27,2024-02-29,3324,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-02-29,2024-03-01,3324,hold_incumbent,applied_controller_switch_gate_failed,strong_market,strong_market,False,0.63,6.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-03-01,2024-03-04,3324,hold_incumbent,applied_controller_switch_gate_failed,ordinary_market,ordinary_market,False,0.7,5.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
H2_forced_replacement_only,2024-03-04,2024-03-05,3324,hold_incumbent,applied_controller_switch_gate_failed,strong_market,strong_market,False,0.63,6.0,applied_controller_switch_gate_failed,True,valid_incumbent,True
