signal_date,ticker,name,market,traded_value_rank_20d,traded_value_rank_60d,layer1_quality_floor_risk_pctile_by_week,RS20,RS60,BIAS60,drawdown_60d,drawdown_120d,BIAS60_percentile,layer1_pass_bottom30,volatility_pctile_by_week,layer4_broad_opportunity_net_score,layer4_risk_aware_score,pool_rank,weighted_score,route_support_variant_count,route_support_variant_flags,route_support_mode_flags,rs20_momentum_component,bias60_overheat_penalty_component,volatility_risk_penalty_component,quality_support_component,low_base_bonus_component,route_support_bonus_component,route_support_source_quality,risk_adjusted_rs20_score,score_formula,future_return_used
2015-01-09,2303,聯電,TWSE,12.0,12.0,0.5016666666666667,,,,,,,True,,0.3696828597547379,0.4322166551794871,12,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2618,長榮航,TWSE,13.0,13.0,0.5016666666666667,,,,,,,True,,0.3692248530657747,0.4318746982564101,13,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,1314,中石化,TWSE,14.0,14.0,0.5016666666666667,,,,,,,True,,0.3687668463768115,0.3915327413333332,14,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2882,國泰金,TWSE,15.0,15.0,0.5016666666666667,,,,,,,True,,0.3683088396878483,0.3911907844102563,15,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,4938,和碩,TWSE,16.0,16.0,0.5016666666666667,,,,,,,True,,0.3678508329988851,0.3908488274871795,16,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,3034,聯詠,TWSE,17.0,17.0,0.5016666666666667,,,,,,,True,,0.3673928263099219,0.3905068705641025,17,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,3105,穩懋,TPEx,18.0,18.0,0.5016666666666667,,,,,,,True,,0.3669348196209588,0.3901649136410256,18,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2610,華航,TWSE,19.0,19.0,0.5016666666666667,,,,,,,True,,0.3664768129319954,0.3898229567179486,19,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2311,日月光,TWSE,20.0,20.0,0.5016666666666667,,,,,,,True,,0.3660188062430323,0.3894809997948718,20,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2357,華碩,TWSE,21.0,21.0,0.5016666666666667,,,,,,,True,,0.3655607995540691,0.3891390428717948,21,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2603,長榮,TWSE,22.0,22.0,0.5016666666666667,,,,,,,True,,0.3651027928651059,0.3887970859487179,22,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2344,華邦電,TWSE,23.0,23.0,0.5016666666666667,,,,,,,True,,0.3646447861761426,0.388455129025641,23,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2881,富邦金,TWSE,24.0,24.0,0.5016666666666667,,,,,,,True,,0.3641867794871795,0.3881131721025641,24,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2609,陽明,TWSE,25.0,25.0,0.5016666666666667,,,,,,,True,,0.3637287727982162,0.3877712151794871,25,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,3227,原相,TPEx,26.0,26.0,0.5016666666666667,,,,,,,True,,0.3632707661092531,0.3874292582564102,26,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2891,中信金,TWSE,27.0,27.0,0.5016666666666667,,,,,,,True,,0.3628127594202898,0.3870873013333333,27,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2308,台達電,TWSE,29.0,29.0,0.5016666666666667,,,,,,,True,,0.3618967460423634,0.3864033874871794,28,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,3662,樂陞,TPEx,30.0,30.0,0.5016666666666667,,,,,,,True,,0.3614387393534001,0.3860614305641025,29,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,1216,統一,TWSE,34.0,34.0,0.5016666666666667,,,,,,,True,,0.3596067125975473,0.3846936028717948,30,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,1303,南亞,TWSE,35.0,35.0,0.5016666666666667,,,,,,,True,,0.3591487059085841,0.3843516459487179,31,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2354,鴻準,TWSE,36.0,36.0,0.5016666666666667,,,,,,,True,,0.3586906992196209,0.3840096890256409,32,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2002,中鋼,TWSE,37.0,37.0,0.5016666666666667,,,,,,,True,,0.3582326925306577,0.383667732102564,33,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2412,中華電,TWSE,38.0,38.0,0.5016666666666667,,,,,,,True,,0.3577746858416945,0.3833257751794871,34,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,3045,台灣大,TWSE,39.0,39.0,0.5016666666666667,,,,,,,True,,0.3573166791527312,0.3829838182564101,35,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,1301,台塑,TWSE,41.0,41.0,0.5016666666666667,,,,,,,True,,0.3564006657748048,0.3822999044102563,36,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2325,矽品,TWSE,42.0,42.0,0.5016666666666667,,,,,,,True,,0.3559426590858416,0.3819579474871794,37,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2049,上銀,TWSE,43.0,43.0,0.5016666666666667,,,,,,,True,,0.3554846523968785,0.3816159905641025,38,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,1476,儒鴻,TWSE,44.0,44.0,0.5016666666666667,,,,,,,True,,0.3550266457079152,0.3812740336410256,39,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2368,金像電,TWSE,45.0,45.0,0.5016666666666667,,,,,,,True,,0.3545686390189521,0.3809320767179487,40,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2352,佳世達,TWSE,46.0,46.0,0.5016666666666667,,,,,,,True,,0.3541106323299888,0.3805901197948717,41,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2883,凱基金,TWSE,47.0,47.0,0.5016666666666667,,,,,,,True,,0.3536526256410255,0.3802481628717948,42,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2324,仁寶,TWSE,48.0,48.0,0.5016666666666667,,,,,,,True,,0.3531946189520624,0.3799062059487179,43,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2615,萬海,TWSE,49.0,49.0,0.5016666666666667,,,,,,,True,,0.3527366122630991,0.3795642490256409,44,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2886,兆豐金,TWSE,50.0,50.0,0.5016666666666667,,,,,,,True,,0.352278605574136,0.379222292102564,45,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,6147,頎邦,TPEx,51.0,51.0,0.5016666666666667,,,,,,,True,,0.3518205988851728,0.3788803351794871,46,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2387,精元,TWSE,52.0,52.0,0.5016666666666667,,,,,,,True,,0.3513625921962096,0.3785383782564102,47,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,3406,玉晶光,TWSE,53.0,53.0,0.5016666666666667,,,,,,,True,,0.3509045855072464,0.3781964213333332,48,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2382,廣達,TWSE,55.0,55.0,0.5016666666666667,,,,,,,True,,0.3499885721293199,0.3775125074871794,49,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2301,光寶科,TWSE,56.0,56.0,0.5016666666666667,,,,,,,True,,0.3495305654403567,0.3771705505641025,50,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,3691,碩禾,TPEx,57.0,57.0,0.5016666666666667,,,,,,,True,,0.3490725587513935,0.3768285936410256,51,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,8086,宏捷科,TPEx,58.0,58.0,0.5016666666666667,,,,,,,True,,0.3486145520624303,0.3764866367179487,52,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,6116,彩晶,TWSE,59.0,59.0,0.5016666666666667,,,,,,,True,,0.3481565453734671,0.3761446797948717,53,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,3231,緯創,TWSE,61.0,61.0,0.5016666666666667,,,,,,,True,,0.3472405319955406,0.3754607659487179,54,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,1326,台化,TWSE,62.0,62.0,0.5016666666666667,,,,,,,True,,0.3467825253065774,0.375118809025641,55,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2885,元大金,TWSE,63.0,63.0,0.5016666666666667,,,,,,,True,,0.3463245186176142,0.374776852102564,56,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,1477,聚陽,TWSE,64.0,64.0,0.5016666666666667,,,,,,,True,,0.345866511928651,0.3744348951794871,57,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,4904,遠傳,TWSE,65.0,65.0,0.5016666666666667,,,,,,,True,,0.3454085052396878,0.3740929382564102,58,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,1795,美時,TPEx,66.0,66.0,0.5016666666666667,,,,,,,True,,0.3449504985507246,0.3737509813333333,59,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2105,正新,TWSE,67.0,67.0,0.5016666666666667,,,,,,,True,,0.3444924918617614,0.3734090244102563,60,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,6285,啟碁,TWSE,68.0,68.0,0.5016666666666667,,,,,,,True,,0.3440344851727981,0.3730670674871794,61,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,2395,研華,TWSE,69.0,69.0,0.5016666666666667,,,,,,,True,,0.343576478483835,0.3727251105641025,62,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,1101,台泥,TWSE,70.0,70.0,0.5016666666666667,,,,,,,True,,0.3431184717948717,0.3723831536410255,63,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
2015-01-09,5347,世界,TPEx,71.0,71.0,0.5016666666666667,,,,,,,True,,0.3426604651059085,0.3720411967179486,64,,,,,0.0,0.5,0.5,0.4983333333333333,0.5,0.5,route_support_unavailable_for_candidate_neutral_component,-0.025133333333333334,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False
