signal_date,score_variant,candidate_rank,integrated_rank,ticker,name,market,integrated_score,route_support_base_score,low_base_score,price_position_low_base,stock_specific_bias_score,recent_runup_penalty,recent_runup_inverse,improving_rs_score,liquidity_improvement,quality_support,overheat_veto_flag,overheat_inverse,quality_component,rs_component,liquidity_component,bias_health_component,route_support_component,risk_inverse_component,pool_persistence_component_proxy,consensus_trigger,prior_c2_allowed_exception_ticker,prior_single_exception_ticker,route_support_variant_count,route_support_mode_count,route_support_variant_flags,route_support_mode_flags,layer1_quality_floor_risk_pctile_by_week,layer1_pass_bottom30,RS20,RS40,RS60,RS30_proxy,traded_value_rank_5d,traded_value_rank_20d,traded_value_rank_60d,BIAS20,BIAS60,BIAS120,BIAS20_percentile,BIAS60_percentile,BIAS120_percentile,volatility_pctile_by_week,exhaustion_risk_score,breakdown_risk_score,entry_date,exit_date,entry_open,entry_close,exit_close,gross_return_unadjusted,net_return_local_ep05_cost_unit_notional,official_unadjusted_ohlc_path_ready,adjusted_close_ready,source_quality,entry_source_route,exit_source_route,total_cost_twd,cost_application_status,adjustment_policy,future_data_violation_count,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2017-05-12,low_base_quality,1,1,2884,玉山金,TWSE,0.6269172851084162,0.5256788208837344,0.6012283929244562,1.0,0.6601537507749535,0.5972258439888611,0.40277415601113886,0.13375,0.3375,0.9068493150684932,False,1.0,0.9068493150684932,0.865625,0.646875,0.8381738937688511,0.0,0.9447,1.0,True,1569.0,1569,0.0,0.0,,,0.2431506849315068,True,-0.044154319886437,-0.0314692741822524,-0.0453594615135786,-0.0378117970343447,29.0,51.0,36.0,0.0028536485935588,-0.0140719629497683,-0.0031517334533993,0.622991347342398,0.6088034717916925,0.4890556597873671,0.0137931034482758,0.0011999999999999,0.22,2017-05-15,2017-05-22,18.45,18.45,18.65,0.010840108401084,,True,False,official_unadjusted_ohlcv_selected_ticker_month,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2017-08-25,low_base_quality,1,1,2603,長榮,TWSE,0.6371892824757475,0.635916844991342,0.4063049817381946,0.06285714285714286,0.0,0.9817893447620076,0.018210655237992368,0.9369999999999999,0.6775,0.8667235494880546,True,0.30000000000000004,0.8667235494880546,0.021875000000000002,0.64375,0.036529938124536976,1.0,0.8070124685840235,1.0,True,2603.0,2603,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.2832764505119454,True,0.3295952441811793,0.3864958844882797,0.3960544109203641,0.3580455643347295,26.0,31.0,60.0,0.1994002998500748,0.3268998793727384,0.4419925715534193,0.9801611903285804,0.9838408949658172,0.981203007518797,0.6438356164383562,0.1719501256639058,0.0,2017-08-28,2017-09-04,22.1,21.8,21.5,-0.0137614678899082,-0.0195227183035807,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,5789.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2017-10-27,low_base_quality,1,1,6121,新普,TPEx,0.6025611700024407,0.607802997832062,0.38307767875713916,0.17494824016563132,0.0,0.7656289073457646,0.2343710926542354,0.9369999999999999,0.27137404580152674,0.8355670103092784,True,5.551115123125783e-17,0.8355670103092784,0.021875000000000002,0.25,0.3541294908326944,1.0,0.6621528976488732,1.0,True,6121.0,6121,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.3144329896907216,True,0.5633942313044091,0.6994890248660064,0.6709303025762823,0.6314416280852078,209.0,104.0,131.0,-0.0020426028596439,0.3732733697398008,0.5176280036387573,0.4981435643564356,0.985687616677038,0.981261711430356,1.0,0.1287797137523335,0.0226086956521738,2017-10-30,2017-11-06,173.5,171.0,185.5,0.0847953216374268,0.0784574866518453,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,6225.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2017-11-24,low_base_quality,1,1,6573,虹揚-KY,TWSE,0.6664696235340292,0.679014751539543,0.5198839601135985,0.06285714285714286,0.856,0.45114764267990076,0.5488523573200992,0.6993750000000001,0.2948529411764706,0.8372791519434629,True,0.35000000000000003,0.8372791519434629,0.140625,0.25,0.9276261373035567,1.0,0.5783268551236749,1.0,True,6573.0,6573,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.3127208480565371,True,0.3746789492717701,0.904466328062641,,0.6395726386672056,297.0,211.0,306.0,-0.0067627570189221,,,0.391439205955335,,,0.9964664310954064,0.1866925795053003,0.3,2017-11-27,2017-12-04,72.7,70.8,65.0,-0.0819209039548022,-0.0872836363178823,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,5487.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2018-03-16,low_base_quality,1,1,6150,撼訊,TPEx,0.6361710921801333,0.6233973932161984,0.45101849505857616,0.3264431174399019,0.0,0.8205814562716012,0.17941854372839883,0.9369999999999999,0.5104651162790699,0.9268166089965398,True,5.551115123125783e-17,0.9268166089965398,0.012579113924050634,0.49375,0.26612414204580803,1.0,0.6017707943929456,1.0,True,6150.0,6150,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.2231833910034602,True,0.6315291807067629,1.9071543031469604,2.8957708644902778,1.2693417419268616,130.0,41.0,43.0,0.0256410256410256,0.6561199766916448,1.421515614665117,0.6051188299817185,0.9956949569495694,1.0,0.9965397923875432,0.2307303272513693,0.1621864951768488,2018-03-19,2018-03-26,280.0,297.0,369.0,0.2424242424242424,0.235167122018246,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,6922.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2018-06-08,low_base_quality,1,1,3090,日電貿,TWSE,0.6614824992207804,0.6627088815744812,0.4745349537644976,0.20149393090569528,0.015268292682927176,0.7565824201768676,0.2434175798231324,0.9207500000000001,0.7570108695652173,0.8538327526132404,True,0.30000000000000004,0.8538327526132404,0.034374999999999996,0.6375,0.3551837284003057,1.0,0.7598519456093883,1.0,True,3090.0,3090,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.2961672473867596,True,0.2245056004667309,0.5455982660386267,0.9958067045945967,0.3850519332526788,101.0,15.0,23.0,0.0138498160571306,0.2891686444467372,0.7007631047548463,0.4912174439733495,0.9670731707317072,0.9913686806411838,0.8846153846153846,0.2145530018761725,0.1460392156862744,2018-06-11,2018-06-19,94.8,95.9,88.1,-0.0813347236704902,-0.086701446202484,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,5490.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2018-06-29,low_base_quality,1,1,8163,達方,TWSE,0.6242906959735497,0.6287042148175738,0.45539812874713564,0.30785070785070756,0.0,0.936740611332554,0.06325938866744596,0.9207500000000001,0.7948790322580646,0.8304123711340207,True,5.551115123125783e-17,0.8304123711340207,0.021875000000000002,0.803125,0.09582185207198639,1.0,0.5949441041414418,1.0,True,8163.0,8163,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.3195876288659793,True,0.2669220450292651,1.466945007379019,1.6467684671467926,0.866933526204142,20.0,15.0,31.0,0.0220175383256577,0.5153404839111998,0.9237810610483812,0.8660986001217286,0.9938837920489296,0.9962848297213622,0.9103448275862068,0.2604397996504492,0.1597837837837837,2018-07-02,2018-07-09,82.0,82.0,74.7,-0.0890243902439024,-0.0943460004094206,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,5456.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2019-09-12,low_base_quality,1,1,2317,鴻海,TWSE,0.6110099965258697,0.532842368909145,0.5389254541721451,0.30398798852601017,0.742355475763016,0.6556969224513871,0.3443030775486129,0.298125,0.6518750000000001,0.8940273037542663,False,1.0,0.8940273037542663,0.86875,0.95,0.7242571228681026,0.0,0.8521993853909012,1.0,True,3661.0,3661,0.0,0.0,,,0.2559726962457337,True,0.016621089966138,-0.0568056516876923,-0.0879926999534439,-0.0200922808607771,5.0,8.0,6.0,0.0330999796098686,0.0001096611470556,-0.0216796644532884,0.8050239234449761,0.5631358467983244,0.4545454545454545,0.1438356164383561,0.2503414498263092,0.340861008610086,2019-09-16,2019-09-23,76.3,76.0,74.7,-0.0171052631578947,,True,False,official_unadjusted_ohlcv_selected_ticker_month,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2019-12-06,low_base_quality,1,1,1216,統一,TWSE,0.5963981799657009,0.49734054273979866,0.540529643059063,0.24311752504523573,0.8389880668257756,0.3430168828643744,0.6569831171356256,0.216875,0.4197321428571429,0.9068493150684932,False,1.0,0.9068493150684932,0.8812500000000001,0.58125,0.6280291892525701,0.0,0.9123141025641026,1.0,True,8040.0,8040,0.0,0.0,,,0.2431506849315068,True,-0.0095119901620874,-0.0747764343882559,-0.179923867491114,-0.0421442122751716,47.0,48.0,42.0,-0.0042459936994932,-0.0200615550513332,-0.0538063578486134,0.3969102792632204,0.3305489260143198,0.214584578601315,0.1034482758620689,0.0089999999999999,0.3417435897435897,2019-12-09,2019-12-16,72.7,72.4,72.3,-0.0013812154696133,,True,False,official_unadjusted_ohlcv_selected_ticker_month,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2020-01-10,low_base_quality,1,1,3260,威剛,TPEx,0.6408715497458238,0.6352861479826526,0.4145195420221691,0.06285714285714286,0.0,0.964262946087971,0.03573705391202897,0.928875,0.7151819620253165,0.8817073170731707,True,0.30000000000000004,0.8817073170731707,0.01875,0.6,0.06508406715846915,1.0,0.8071417463290713,1.0,True,3260.0,3260,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.2682926829268293,True,0.171864114859775,0.3474409428194058,0.3784332560906993,0.2596525288395904,22.0,30.0,79.0,0.0596603280592248,0.2569231210721152,0.3449919776448822,0.943586698337292,0.9833234067897558,0.9754637941352484,0.775438596491228,0.1714330146837145,0.0,2020-01-13,2020-01-20,74.3,76.0,76.0,0.0,-0.0058420723078782,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,5850.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2021-06-18,low_base_quality,1,1,2636,台驊控股,TWSE,0.5751379836334737,0.5955662492258611,0.3612131512680651,0.06285714285714286,0.0,0.9996506477891741,0.00034935221082588175,0.9125,0.6094565217391305,0.7616838487972509,True,5.551115123125783e-17,0.7616838487972509,0.07812500000000001,0.525,0.0007783830353394657,1.0,0.5932918836883508,1.0,True,2636.0,2636,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.3883161512027491,True,1.7129965486636474,1.774524158125915,0.1794929856767697,1.7437603533947812,29.0,45.0,115.0,0.5955207543992589,1.3182318639644417,2.01975990651227,0.9994192799070848,1.0,0.999413145539906,0.9312714776632304,0.3068324652465965,0.12,2021-06-21,2021-06-28,189.5,205.5,244.0,0.1873479318734794,0.1804115887148637,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,6679.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2021-07-09,low_base_quality,1,1,2351,順德,TWSE,0.5785443085217977,0.5934372382034301,0.346534154313235,0.06285714285714286,0.0,0.9694465786189186,0.030553421381081414,0.928875,0.36592905405405407,0.7404436860068261,True,0.30000000000000004,0.7404436860068261,0.034375,0.33125000000000004,0.062470901226092446,1.0,0.7762148290011516,1.0,True,2351.0,2351,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.409556313993174,True,0.6221455095565702,0.8971210373971785,0.8721765298294526,0.7596332734768744,64.0,72.0,111.0,0.197436924309171,0.4874141876430207,0.6069797022519214,0.9642651296829972,0.976891969959561,0.9651365485183032,0.757679180887372,0.1751406839953936,0.12,2021-07-12,2021-07-19,151.0,152.0,141.5,-0.069078947368421,-0.074516544306743,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,5543.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2021-12-30,low_base_quality,1,1,8478,東哥遊艇,TWSE,0.5810249915221588,0.5818693130813628,0.4187824357744333,0.2896129211918684,0.0009216482878697807,0.6892117539176958,0.31078824608230415,0.9369999999999999,0.3441637630662021,0.7719931271477664,True,5.551115123125783e-17,0.7719931271477664,0.0375,0.1875,0.25889195493707934,1.0,0.6044233739406518,0.75,True,8478.0,8478,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.3780068728522336,True,0.3785581980714383,0.7638500005401689,0.8493871497317746,0.5712040993058036,249.0,135.0,287.0,0.0051589282742553,0.3807397473215783,0.5918894462649459,0.3395026026604974,0.9750435287289612,0.9761211415259172,0.9826989619377162,0.2248796036525975,0.1574269005847953,2022-01-03,2022-01-10,153.0,150.5,142.0,-0.0564784053156146,-0.0619895001433069,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,5599.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2022-08-12,low_base_quality,1,1,6796,晉弘,TWSE,0.6521001428819916,0.647577333201443,0.5455806722637043,0.06285714285714286,0.856,0.3287005163511188,0.6712994836488813,0.7518750000000001,0.29585336538461543,0.8293103448275864,True,0.35000000000000003,0.8293103448275864,0.140625,0.125,0.7462229871868425,1.0,0.578325,0.5,True,6796.0,6796,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.3206896551724137,True,0.3133319343574665,1.1470614157573358,,0.7301966750574012,266.0,285.0,416.0,-0.0238288077070634,,,0.1193344807802639,,,0.996551724137931,0.1867,0.3,2022-08-15,2022-08-22,114.0,113.5,127.5,0.1233480176211454,0.1167851721658544,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,6396.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-01-30,low_base_pullback_reacceleration,1,1,2603,長榮,TWSE,0.5937866187949303,0.6966148551220627,0.5383523460366351,0.06285714285714286,0.856,0.30395277207392196,0.6960472279260781,0.50625,0.5962500000000001,0.6482638888888889,True,0.65,0.6482638888888889,0.5,0.759375,0.7095596623317362,0.8,0.6741250000000001,1.0,True,2603.0,2603,4.0,2.0,dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,low_risk_strength|pullback_repair,0.5017361111111112,True,,,,,26.0,27.0,27.0,-0.0366627244382325,,,0.0643394934976043,,,,0.0435,0.6599999999999999,2015-02-02,2015-02-09,22.05,21.6,22.4,0.0370370370370369,0.0309788533985686,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,6014.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-04-30,low_base_pullback_reacceleration,1,1,2330,台積電,TWSE,0.5925067248533481,0.548477771911229,0.5002053633013628,0.09547850208044378,0.856,0.54189453125,0.45810546875,0.206875,0.775,0.6482876712328768,False,1.0,0.6482876712328768,0.8896756329113924,1.0,0.9379340277777777,0.0,0.9326706285657091,1.0,True,2316.0,2316,0.0,0.0,,,0.5017123287671232,True,-0.0244482664603076,-0.045430505484709,0.0099707459429856,-0.0349393859725083,1.0,1.0,1.0,0.0066769388803286,0.0006239718645413,,0.5930989583333334,0.5,,0.3883161512027491,0.0337835051546391,0.2355339805825242,2015-05-04,2015-05-11,148.5,147.5,148.5,0.006779661016949,,True,False,official_unadjusted_ohlcv_selected_ticker_month,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-05-15,low_base_pullback_reacceleration,1,1,3008,大立光,TWSE,0.6144289781524097,0.6388777407677176,0.4423811114473944,0.0896894409937887,0.08643478260869564,0.7808777740036232,0.21912222599637676,0.92075,0.7474999999999999,0.727319587628866,True,0.30000000000000004,0.727319587628866,0.09375,0.953125,0.5522154287439613,0.8,0.7738478260869566,1.0,True,3008.0,3008,4.0,2.0,dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,low_risk_strength|pullback_repair,0.422680412371134,True,0.101620342293127,0.1138502755461317,0.0977600661705908,0.1077353089196293,8.0,5.0,5.0,-0.0065317313119909,0.0867711488135492,,0.744140625,0.927536231884058,,0.4827586206896552,0.290695652173913,0.0139130434782608,2015-05-18,2015-05-25,3115.0,3130.0,3465.0,0.1070287539936101,0.1005617601083316,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,6314.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-10-08,low_base_pullback_reacceleration,1,1,2882,國泰金,TWSE,0.5934247953129561,0.5289229419826524,0.5568925284809534,0.3801684211744353,0.706958115183246,0.35409927591212575,0.6459007240878742,0.171875,0.7250000000000001,0.7298611111111112,False,1.0,0.7298611111111112,0.908742088607595,0.875,0.7492686154467568,0.0,0.9313462633778881,1.0,True,6143.0,6143,0.0,0.0,,,0.4201388888888889,True,0.033187035734133,-0.0985428522570871,-0.0604854713800291,-0.032677908261477,20.0,11.0,12.0,0.0063235935455734,-0.0245706737120211,-0.0844767730203339,0.4040469973890339,0.2571989528795811,0.4626569729015201,0.1463414634146341,0.0127317073170731,0.2618832391713747,2015-10-12,2015-10-19,46.5,46.2,46.5,0.0064935064935063,,True,False,official_unadjusted_ohlcv_selected_ticker_month,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-10-16,low_base_pullback_reacceleration,1,1,2330,台積電,TWSE,0.5556650600288253,0.4670666384436838,0.5515228413101783,0.1540046838407494,0.7348235294117647,0.6378928367868245,0.3621071632131755,0.54625,0.775,0.7356164383561644,False,1.0,0.7356164383561644,0.559375,1.0,0.6885142317949596,0.0,0.9398214285714286,1.0,True,8433.0,8433,0.0,0.0,,,0.4143835616438356,True,0.0623185106551444,0.0238996444026318,0.0088837014191316,0.043109077528888,1.0,1.0,1.0,0.0373443983402488,0.0574889444337626,0.0043216263923549,0.669928245270711,0.5673202614379085,0.7299801455989411,0.1724137931034483,0.235,0.0057142857142857,2015-10-19,2015-10-26,138.5,138.0,140.0,0.0144927536231884,,True,False,official_unadjusted_ohlcv_selected_ticker_month,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2016-02-26,low_base_pullback_reacceleration,1,1,2412,中華電,TWSE,0.5713222538797351,0.5040455926885782,0.5075823139076852,0.06285714285714286,0.6503689320388348,0.46195751496039533,0.5380424850396046,0.21562499999999998,0.80125,0.8818339100346021,False,1.0,0.8818339100346021,0.7172468354430379,0.93125,0.6719695485717386,0.0,0.9340906644944709,1.0,True,3324.0,3324,0.0,0.0,,,0.2681660899653979,True,-0.0661497727991959,0.0439065159534322,0.0668550135677061,-0.0111216284228818,8.0,7.0,10.0,0.0116166505324298,0.038268558843498,0.048126911953996,0.2659846547314578,0.6142394822006473,0.6437908496732027,0.0069444444444444,0.0006041666666666,0.2630331753554502,2016-03-01,2016-03-07,104.5,105.5,106.0,0.0047393364928909,,True,False,official_unadjusted_ohlcv_selected_ticker_month,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2017-02-03,low_base_pullback_reacceleration,1,1,3346,麗清,TWSE,0.5957083894344714,0.6984874173044445,0.5067551367228114,0.06285714285714286,0.856,0.6303961322520275,0.3696038677479725,0.7003125,0.32571428571428573,0.8947916666666668,True,0.35000000000000003,0.8947916666666668,0.25625,0.25,0.8068205448118112,1.0,0.6006349679716385,1.0,True,3346.0,3346,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.2552083333333333,True,0.4306293809098824,,,0.4306293809098824,201.0,116.0,210.0,0.0463279810476442,,,0.7897691827822833,,,0.9721254355400696,0.0974601281134458,0.3,2017-02-06,2017-02-13,79.5,77.1,96.0,0.245136186770428,0.2378631372502028,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,6934.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2017-05-12,low_base_pullback_reacceleration,1,1,3481,群創,TWSE,0.6128144289448828,0.48972787609295565,0.6915165071302123,1.0,0.7015325480471172,0.19433293940164642,0.8056670605983536,0.034375,0.7849999999999999,0.9068493150684932,True,0.65,0.9068493150684932,0.825,0.965625,0.5285344458610632,0.0,0.705225,1.0,True,1569.0,1569,0.0,0.0,,,0.2431506849315068,True,-0.1170865943844889,0.0342923700312747,-0.0817847179864658,-0.0413971121766071,3.0,5.0,6.0,-0.0813601566672599,-0.0757105326009075,-0.0014191717197779,0.0395550061804697,0.2541847489150651,0.49906191369606,0.6793103448275862,0.0591,0.52,2017-05-15,2017-05-22,13.0,13.0,13.15,0.0115384615384614,,True,False,official_unadjusted_ohlcv_selected_ticker_month,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2017-08-25,low_base_pullback_reacceleration,1,1,2603,長榮,TWSE,0.5931783789055488,0.635916844991342,0.4063049817381946,0.06285714285714286,0.0,0.9817893447620076,0.018210655237992368,0.9369999999999999,0.6775,0.8667235494880546,True,0.30000000000000004,0.8667235494880546,0.021875000000000002,0.64375,0.036529938124536976,1.0,0.8070124685840235,1.0,True,2603.0,2603,5.0,2.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.2832764505119454,True,0.3295952441811793,0.3864958844882797,0.3960544109203641,0.3580455643347295,26.0,31.0,60.0,0.1994002998500748,0.3268998793727384,0.4419925715534193,0.9801611903285804,0.9838408949658172,0.981203007518797,0.6438356164383562,0.1719501256639058,0.0,2017-08-28,2017-09-04,22.1,21.8,21.5,-0.0137614678899082,-0.0195227183035807,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,5789.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
