variant_id,period,decision_date,actual_execution_date,role,ticker,action,target_strategy,prior_ticker_before_virtual_transition,target_ticker_after_virtual_transition,official_raw_close,official_market,official_source_quality,official_source_hash,official_raw_ready,official_no_trade_ready,official_no_trade_classification,requirement_discovery_policy
crash_dd20,P2,2023-06-09,2023-06-12,buy,3231,atomic_switch,fixed7_S10_CD10,00631L,3231,70.7,TWSE,official_twse_raw_execution_ohlcv,020f2c6c520058fac7a5196b90996a608f574999756c8d55fa2bc44ace618289,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2023-08-04,2023-08-10,sell,3231,exit_to_cash,fixed7_S10_CD10,3231,,113.5,TWSE,official_twse_raw_execution_ohlcv,69edd9f473c17ca889079c3293f2b80ba084b470b7a818660ef2f2b9d9e3416f,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2023-08-04,2023-08-11,buy,2317,entry,fixed7_S10_CD10,,2317,108.5,TWSE,official_twse_raw_execution_ohlcv,5b8ef5de8f342062a9611c94c5494645400606939791992ab964e8054d4c9109,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2023-08-18,2023-08-21,sell,2317,atomic_switch,00631L_buyhold,2317,00631L,106.0,TWSE,official_twse_raw_execution_ohlcv,b8cc1ac8fd64c622e9583bccce7804ae4a4a7f9ffdbb6d3c7aa39db1690a48d4,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2023-08-18,2023-08-21,buy,00631L,atomic_switch,00631L_buyhold,2317,00631L,128.0,TWSE,official_twse_selected_ticker_month_close_only,e9337cc7bd11193fd9eefa5f3ca2dab96e910399c5cbf4aea8da1d4277e58490,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-02-09,2024-02-15,sell,00631L,atomic_switch,fixed7_S10_CD10,00631L,6669,165.2,TWSE,official_twse_selected_ticker_month_close_only,1a12b6cbce343fe157e8e13dea8c470d4697f8012f63479700675f492016e69c,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-02-09,2024-02-15,buy,6669,atomic_switch,fixed7_S10_CD10,00631L,6669,2345.0,TWSE,official_twse_raw_execution_ohlcv,5503eeb83e5eb94dc767a49c5e1db136857d7250af48e17f93d6f0317a1875b3,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-02-23,2024-02-29,sell,6669,exit_to_cash,fixed7_S10_CD10,6669,,2330.0,TWSE,official_twse_raw_execution_ohlcv,23e4be7a3707a2f21b37010bb6cf89d3a345cd8985906c067039805a7bc375e7,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-02-23,2024-03-01,buy,2454,entry,fixed7_S10_CD10,,2454,1105.0,TWSE,official_twse_raw_execution_ohlcv,f4aceda805795256e2a95b2b3746a5a4c9fa4b6c6f88f804887276e14ffa9453,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-03-22,2024-03-25,sell,2454,atomic_switch,00631L_buyhold,2454,00631L,1120.0,TWSE,official_twse_raw_execution_ohlcv,6a209b026710f3feed0eb8f749e9c889b99c3069fbb2c3477f2f6b29fcc01045,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-03-22,2024-03-25,buy,00631L,atomic_switch,00631L_buyhold,2454,00631L,194.15,TWSE,official_twse_selected_ticker_month_close_only,63d834b73d33bcd817e443cd822c6e5231608d9fc710fafbe24d3db6f6975e92,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-06-21,2024-06-24,sell,00631L,atomic_switch,fixed7_S10_CD10,00631L,2308,245.0,TWSE,official_twse_selected_ticker_month_close_only,4a263091dc0e3c8a3738a459abb0f17c26f9f340456652ad04d1a993c733a23b,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-06-21,2024-06-24,buy,2308,atomic_switch,fixed7_S10_CD10,00631L,2308,376.5,TWSE,official_twse_raw_execution_ohlcv,c7b59aaa75a12886d68b11508770e813b9b5135cb4d06be954d1f7e9a35c4d0f,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-07-19,2024-07-23,sell,2308,exit_to_cash,fixed7_S10_CD10,2308,,389.5,TWSE,official_twse_raw_execution_ohlcv,74399bd0ca633ff34214d9dae732e06ec2cd2edb96de0a1697f3936fc1d06a88,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-08-02,2024-08-05,buy,00631L,entry,00631L_buyhold,,00631L,176.9,TWSE,official_twse_selected_ticker_month_close_only,26bf493e7e8b7baae14cd29c81c5685c6e5f9e4a202186ae80f6ed01c584d084,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-11-08,2024-11-11,sell,00631L,atomic_switch,fixed7_S10_CD10,00631L,3231,253.65,TWSE,official_twse_selected_ticker_month_close_only,611238d304869d59195f9771d25459821bcf7c2fd2a7c619b85254ae38bc179c,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-11-08,2024-11-11,buy,3231,atomic_switch,fixed7_S10_CD10,00631L,3231,122.0,TWSE,official_twse_raw_execution_ohlcv,3a5b3a15d8a444fef532d4db3c125ca6d2cbe0fc073ff16f3c6ad77128605762,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-11-22,2024-11-29,sell,3231,exit_to_cash,fixed7_S10_CD10,3231,,113.5,TWSE,official_twse_raw_execution_ohlcv,5d9e7c1e7235a19080161e5a1d1ae2249f4aacd2e8a9b19a91cb656b2c3eab69,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-11-29,2024-12-03,buy,2454,entry,fixed7_S10_CD10,,2454,1315.0,TWSE,official_twse_raw_execution_ohlcv,7d76d6287814a8ccfc0694334726d195a7674d7833a947983abbf3c7229f21d3,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-12-20,2024-12-23,sell,2454,atomic_switch,00631L_buyhold,2454,00631L,1410.0,TWSE,official_twse_raw_execution_ohlcv,1c76fea278231bef57e552cc1241a527c1407a98763a2a54e7ebb263a14e3d63,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2024-12-20,2024-12-23,buy,00631L,atomic_switch,00631L_buyhold,2454,00631L,242.9,TWSE,official_twse_selected_ticker_month_close_only,89a179b306fc1f489d75a43884d2a5960066dbea1740d9ef88dab21117c20d98,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2026-05-22,2026-05-25,sell,00631L,atomic_switch,fixed7_S10_CD10,00631L,2454,34.56,TWSE,official_twse_selected_ticker_month_close_only,7ce71560d30f81fc612e89c0c854569cd976838eb03ac6e6a7771bb03b63bd4e,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2026-05-22,2026-05-25,buy,2454,atomic_switch,fixed7_S10_CD10,00631L,2454,4245.0,TWSE,official_twse_raw_execution_ohlcv,a7b343adce4bb36a2b7a5eb23632d435bf3809f5ee57104d1870348d908d9ba2,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2026-06-19,2026-06-25,sell,2454,exit_to_cash,fixed7_S10_CD10,2454,,4310.0,TWSE,official_twse_raw_execution_ohlcv,e822c8e7df15fa8335394db4db00448bc7fdf331cffca371277a256c3feacec3,True,False,,path_independent_virtual_transition_for_source_authority_only
crash_dd20,P2,2026-06-19,2026-06-26,buy,3231,entry,fixed7_S10_CD10,,3231,153.0,TWSE,official_twse_raw_execution_ohlcv,3efe8f7bd135f3f813c2eda03bb84687dcef4125b3fba27be282829876d36ac1,True,False,,path_independent_virtual_transition_for_source_authority_only
